INADIMPLENTE,CREDITO_CONCEDIDO,GENERO,ESCOLARIDADE,ESTADO_CIVIL,IDADE,ATRASO_PARCELA_M_0,ATRASO_PARCELA_M_2,ATRASO_PARCELA_M_3,ATRASO_PARCELA_M_4,ATRASO_PARCELA_M_5,ATRASO_PARCELA_M_6,SALDO_PAGO_PARCELA_1,SALDO_PAGO_PARCELA_2,SALDO_PAGO_PARCELA_3,SALDO_PAGO_PARCELA_4,SALDO_PAGO_PARCELA_5,SALDO_PAGO_PARCELA_6,VALOR_PAGAMENTO_ANTERIOR_1,VALOR_PAGAMENTO_ANTERIOR_2,VALOR_PAGAMENTO_ANTERIOR_3,VALOR_PAGAMENTO_ANTERIOR_4,VALOR_PAGAMENTO_ANTERIOR_5,VALOR_PAGAMENTO_ANTERIOR_6
0,80000,1,2,2,29,0,0,0,0,0,0,41815,42938,44022,44792,45915,46998,2100,2100,1800,2000,2000,2500
1,30000,1,2,1,45,0,0,0,0,0,0,10609,11436,12453,13613,13660,14125,1199,1212,1371,320,743,2398
1,80000,2,2,1,36,-1,-1,-1,0,-1,-1,2644,325,11043,6102,2144,1836,651,11043,834,2144,1836,3395
1,120000,1,2,1,45,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,80000,1,1,2,35,1,-1,2,-1,-1,-1,0,4117,3370,5018,950,-3827,4117,0,5018,0,0,7654
1,20000,1,3,2,31,0,0,1,1,1,0,3911,5889,5769,13166,13002,15568,2152,205,7669,257,2897,3742
1,500000,1,1,1,35,2,0,0,-1,0,0,510367,473584,167682,501496,508213,496801,24913,5872,508229,18089,14070,15009
0,500000,1,1,2,38,-1,-1,-1,-1,-1,-1,3109,34228,7981,695,1130,41026,34241,7993,695,1130,41026,25880
0,310000,2,1,1,41,-1,0,0,0,0,0,30680,126866,129449,106382,98892,92599,100000,16036,5000,3000,3000,3000
0,160000,2,4,1,42,-2,-2,-2,-1,0,0,-1582,3097,0,2039,1033,0,5624,0,2039,0,0,0
1,207297,1,2,1,33,0,0,0,0,0,0,193057,123124,55645,50594,52203,53680,6685,4431,2518,2810,2664,2129
1,180000,2,1,2,32,-1,-1,2,2,0,0,10831,17816,18247,33230,5168,0,7201,1000,0,103,0,0
1,82048,1,2,1,25,2,0,0,0,0,0,70082,63591,50167,32555,24738,26264,2496,3180,2651,1795,1795,307
0,10000,1,3,2,41,0,0,0,0,0,0,4520,3483,6862,8727,8148,8640,2000,4946,2000,1000,1000,1000
1,500000,2,1,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,150000,1,2,2,31,0,0,0,0,0,0,148815,148090,133619,127043,112067,39901,5147,4900,4677,4707,1700,1000
0,280000,2,2,2,27,1,2,0,0,0,0,297192,284462,283374,238039,234017,145132,0,11143,7300,6024,6000,3500
1,200000,1,1,1,42,1,-1,0,-1,0,0,-2587,7673,1591,2167,1427,1414,13450,1326,2228,670,1414,0
1,20000,1,2,1,47,1,1,1,1,1,1,11931,12514,11660,9413,12263,10377,3000,470,67,5637,144,935
1,152867,1,1,1,37,1,1,1,2,2,1,35581,36307,36573,38685,37764,39979,1611,1056,2802,0,2871,2138
0,260000,2,1,1,35,0,0,0,0,0,0,51133,60247,63615,71839,75506,78647,10000,5000,10000,5000,5000,10000
0,210000,2,2,1,36,0,0,0,0,0,0,91801,93039,101393,89894,75652,54329,4000,10023,3047,2007,2086,2011
0,260000,2,2,2,30,0,0,0,0,0,0,34405,52512,52263,52261,52140,52615,20000,1826,1971,2000,2500,2000
0,100000,1,1,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,230000,2,1,1,38,1,-1,-1,-1,-2,-2,828,1533,7234,824,4690,1408,1547,7247,828,4713,1415,1820
1,50000,2,2,2,25,8,7,6,5,4,3,37647,37102,36238,36374,35229,34365,0,0,1000,0,0,3000
1,410000,1,2,1,63,0,0,0,0,0,0,429392,425895,411492,371539,308888,240970,15120,16284,16524,10320,8525,6739
0,70000,1,2,2,30,0,0,0,0,0,0,68668,65750,67879,69161,68264,61757,2347,3182,3144,2600,2360,1300
1,340000,2,1,2,42,0,0,0,0,0,0,374245,357516,334316,307974,318240,289763,15917,10126,1000,10521,279000,11000
1,20000,1,2,1,36,3,2,2,7,7,7,2370,2370,2370,2370,2370,2370,0,0,0,0,0,0
0,50000,2,1,2,28,0,0,0,0,0,0,48782,47708,49846,49303,29722,29624,2100,3600,2146,1004,1100,1294
1,20000,1,3,1,39,0,0,0,0,0,0,19080,19932,16907,12813,11877,12279,1502,1322,1490,495,593,1472
0,210000,2,1,1,38,-1,-1,-2,-2,-1,-1,29504,0,0,0,1742,0,0,0,0,1742,0,22854
0,50000,1,1,1,57,0,0,0,0,0,0,42624,39943,7218,6946,6808,6542,2173,1248,366,500,384,500
0,20000,2,2,2,26,0,0,0,0,0,0,6690,8628,8515,6584,3403,3748,2600,1500,1500,1000,402,0
0,50000,2,3,2,49,0,0,0,0,0,0,48909,47863,21489,20414,19342,19482,1676,1302,700,699,849,826
0,150000,1,5,1,36,0,0,0,0,0,0,220889,133616,136378,139219,142172,145065,3800,3900,4000,4100,4100,5500
0,180000,2,2,2,25,0,0,0,0,0,0,175063,126801,96043,85554,77007,72461,5000,5015,4000,3000,3000,3000
1,360000,1,2,1,36,-2,-2,-2,-1,-1,-2,-144,-130,-4,601,137,0,16,143,758,137,0,0
1,50000,1,1,1,40,2,0,0,0,0,0,39193,40230,41231,42119,43398,44439,1692,1692,1592,1971,1770,1696
0,200000,2,1,2,26,0,0,0,0,0,0,29339,21624,22409,11671,5493,3288,2000,1770,2003,900,1800,1569
1,230000,1,2,1,32,1,-1,-1,0,-1,0,-2,1729,4947,1257,2254,558,1731,4196,0,2254,0,2179
0,30000,2,2,2,22,0,0,-2,-2,-2,-2,18830,0,0,0,0,0,0,0,0,0,0,0
1,50000,2,3,1,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,30000,1,3,1,41,1,2,2,0,0,0,17301,18015,17437,18448,18815,19210,1295,0,1306,673,698,1547
1,213204,1,1,1,33,2,2,0,0,0,0,171420,165941,161825,126408,119021,100898,654,6543,4504,4770,3632,5602
0,50000,2,2,2,43,1,2,0,0,0,0,48777,47331,48010,24331,25553,26733,0,2000,1000,2000,2000,2000
0,50000,2,1,1,41,1,2,2,3,3,2,45313,46262,49188,50084,48980,50050,2000,4000,2000,0,2000,3000
0,50000,2,1,2,23,0,0,0,0,0,0,50025,22656,19610,17801,18078,18137,1626,1581,1000,900,700,1000
0,240000,2,4,1,43,-2,-2,-2,-2,-2,-2,4522,1868,7182,6398,2498,3466,1868,7208,6450,2498,3466,2156
0,30000,1,2,1,33,0,0,0,0,0,0,15662,16601,21291,21939,22435,23160,1500,5000,1000,1000,1100,1000
0,370000,2,1,2,37,0,0,0,0,0,0,308011,302783,297700,298224,338565,288924,10404,10015,16502,60003,15008,20000
1,210000,1,1,1,42,-1,-1,-1,-1,-1,-1,340,340,340,340,340,283,340,340,340,340,283,434
1,86833,1,2,2,30,0,0,0,-1,0,0,46279,1838,1824,53455,55784,42466,1000,1683,56892,4049,1863,1453
1,130000,1,2,1,36,1,1,1,2,2,1,18392,18320,18884,20293,19731,21403,518,1036,1842,0,2000,797
0,50000,1,2,1,45,0,0,0,0,0,0,42614,38426,38318,17331,14916,18459,10016,20070,3006,6002,5000,2500
1,70000,2,2,1,26,0,0,0,0,0,0,66597,66430,26219,28168,16618,28345,2976,1987,2830,1882,12235,2720
0,80000,2,1,2,22,-1,-1,0,0,-2,-2,10439,11501,12113,-33,2748,90,11501,1000,33,2871,90,0
1,220000,2,1,1,24,2,3,2,2,2,0,184761,178939,183158,183890,179764,181627,0,10000,6300,0,6118,6097
0,200000,1,1,2,27,1,-2,-1,0,-1,-1,0,0,6331,6460,630,500,0,6331,129,630,500,0
0,40000,2,2,1,39,-1,-1,-1,0,0,0,500,0,18583,19353,19440,20279,0,18583,1460,547,1000,500
0,280000,2,1,2,46,-1,-1,-1,-1,-1,-1,2475,1236,2726,10898,1050,812,1236,2726,10916,1056,812,9109
1,20000,1,2,2,53,0,0,0,0,0,0,19906,18753,19113,19424,18967,17229,1502,1404,1133,475,487,628
1,210787,1,2,1,43,1,2,3,3,4,5,116102,123448,129568,138404,145700,154354,10597,9652,12371,10205,11703,9652
1,140076,1,2,2,28,1,2,3,2,1,0,82319,86159,84113,82396,73998,60971,5733,30,38,38,2603,2816
0,220000,2,3,2,40,0,0,0,2,0,0,197139,166221,178594,174330,179525,184562,6500,15000,0,8000,8000,15000
1,140000,2,1,1,31,2,2,0,0,0,0,159164,154983,116592,89475,83630,87733,0,5012,5000,5000,5000,20000
0,330000,1,2,1,39,1,-1,-1,0,0,0,-208,208,125755,128671,132598,136229,416,125755,5000,6000,6000,10000
1,30000,2,2,1,27,2,2,2,2,2,2,27896,26835,28690,27633,29184,28776,0,2659,0,2309,1087,0
0,120000,2,2,2,45,0,0,0,0,0,0,92000,94000,96000,98000,100000,0,2000,2000,2000,2000,0,0
1,10000,2,2,2,24,0,0,0,0,0,0,7199,8275,9232,9266,9501,9729,1350,1270,300,350,350,300
1,20000,1,2,1,37,1,1,0,0,0,0,13699,13241,7136,19553,19667,19488,0,808,12812,664,1581,2679
1,559345,1,1,1,46,0,0,0,0,0,0,237906,239863,246232,250335,255522,260685,6225,10321,8754,9011,9128,9399
1,200000,1,2,1,38,2,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0
0,240000,1,3,2,42,0,0,0,0,0,0,159362,227686,177380,126645,128877,121803,146282,7005,4601,5000,5300,6100
1,80000,2,2,2,39,2,2,2,0,0,0,129966,123747,106582,94318,113474,57324,9685,0,3659,13500,2078,2152
0,260000,2,3,1,36,0,0,0,0,0,0,118028,113611,107853,103031,98487,77783,4379,3670,4000,4000,3000,3000
0,30000,2,2,2,21,0,0,0,0,0,0,28028,25278,23485,27339,25091,0,2019,2511,10000,502,0,0
0,110000,1,3,1,57,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390
1,30000,1,2,1,28,2,2,2,2,0,0,18303,19295,19945,19339,19971,20019,1579,1249,0,1059,420,1050
0,500000,2,3,2,46,-1,0,-1,-1,0,0,24239,36674,1558,310852,301854,133761,15000,1558,310852,10000,5000,5000
0,200000,2,2,2,26,0,0,0,2,2,0,105433,108408,116094,116289,112011,106313,5498,11084,3800,0,4005,2911
0,200000,2,1,2,26,0,-1,0,0,0,0,14513,84387,87121,87857,88766,90228,84387,5000,4000,4000,4000,3000
0,150000,1,3,1,34,0,0,0,0,0,0,38808,39879,40589,41551,42420,43105,2000,1674,1636,1690,1544,1751
1,147957,2,1,1,31,2,2,2,2,0,0,117668,119747,122955,122768,124228,130776,5511,6612,3306,4681,8746,4058
0,210000,2,2,2,27,-1,-1,-1,-1,-1,-1,1856,8657,10371,0,2700,2278,8657,10427,0,2700,2278,2900
1,80000,2,3,2,52,0,0,0,0,0,0,73056,74736,65581,63939,65278,66578,2953,2333,2288,2369,2385,2458
0,170000,1,3,1,45,-1,0,0,0,0,0,34778,40441,40937,34090,34894,36829,10000,5000,2000,2000,3000,2000
1,275809,1,2,2,32,0,0,0,2,2,0,256626,260837,273431,273782,275305,236564,9820,17390,6213,6705,4970,8777
1,50000,1,2,2,26,0,0,0,0,0,0,50042,50636,50288,30079,29527,30041,2572,2059,751,1393,1879,1262
0,210000,1,1,1,47,-1,-1,-1,-1,-1,-1,8417,15271,12803,13984,9958,13066,15271,12831,13996,9958,13066,6151
0,180000,1,1,2,26,0,0,0,0,0,0,131653,132462,130598,98336,86862,88618,5002,5004,3416,3074,3500,3179
1,50000,2,2,1,38,2,1,1,1,0,0,61883,61684,58419,54119,20046,17986,4113,1064,1796,750,667,737
1,120000,1,2,1,27,2,3,2,0,0,3,110162,107008,103800,106075,115747,113999,0,0,4000,11000,0,0
1,10000,1,1,2,32,1,2,3,2,0,0,8304,10794,10342,9881,9478,13101,2938,0,0,375,1364,661
0,260000,1,2,1,37,0,0,0,0,0,0,131472,134283,130398,134075,130448,134477,5036,5000,5035,5000,5097,5008
1,10000,2,1,2,31,0,0,2,0,0,0,7866,8411,8739,9164,9472,8848,2790,609,695,307,421,5201
1,200000,1,2,1,28,0,0,0,0,0,0,105635,107567,108929,108118,88632,88629,5000,4855,3556,3144,4567,9711
0,420000,2,2,1,29,0,0,0,0,0,0,56255,121215,132536,131704,331059,328958,71536,12536,11704,212059,12958,12819
0,180000,2,1,2,27,0,0,0,0,0,0,95757,98098,101255,101341,98419,85259,3880,5114,3238,3401,2980,3000
1,80679,1,1,2,53,0,0,0,0,0,0,90070,84688,85845,65160,19681,22134,3508,3358,1398,4674,4660,5381
1,80000,2,3,2,27,-2,-2,-2,-2,-2,-2,1672,0,1672,836,0,2902,0,1672,836,0,2902,836
1,57669,2,2,1,46,0,0,0,0,0,0,154281,136217,23653,19365,29533,30614,3721,2016,858,22871,1558,793
1,90000,2,2,1,49,1,-2,-2,-1,-1,-1,0,0,0,2146,2452,6990,0,0,2146,2452,6990,3550
0,120000,2,2,2,37,0,0,0,0,0,0,93822,96916,99051,99927,101541,103379,4848,4877,3625,3600,3751,3900
0,200000,2,1,1,59,0,0,0,0,0,0,92215,94085,96174,98116,99490,101412,4300,4500,4438,3900,3800,3500
0,110000,1,2,2,24,0,0,0,0,0,0,74349,70338,71796,73253,74138,75691,3101,3187,3244,2700,2748,3331
1,20000,2,3,2,22,2,2,0,0,0,2,16381,13837,14907,15853,17776,17352,0,1600,1500,2500,0,1000
1,60000,2,2,1,25,0,0,0,0,0,0,34870,36739,36910,38108,39094,37990,2748,1064,2000,1812,1493,1371
1,360000,1,1,1,30,3,2,2,2,2,2,2500,2500,2500,2500,2500,1174,0,0,0,0,0,0
0,50000,2,2,1,32,0,0,0,0,0,0,49547,49740,50275,20089,19964,19918,2100,2097,1289,712,713,1000
0,420000,2,1,1,40,-2,-2,-2,-2,-2,-2,1794,7748,2950,17827,23711,63784,7786,2965,18048,23831,64101,30731
0,230000,1,2,2,30,-1,0,-1,0,0,0,9125,7795,191795,192255,187755,187740,4000,191795,10000,8000,8000,8000
0,20000,1,2,2,28,0,0,0,0,0,0,8723,10265,12086,13180,13660,14288,2000,2000,1600,1000,1000,1000
0,200000,2,1,1,38,-1,-1,-1,-1,-1,-1,3824,6115,11950,7311,18517,6787,6115,11950,7311,18567,6787,6653
1,230000,2,1,1,36,0,1,-1,0,0,0,3193,1355,3769,8354,11058,15246,0,3877,6259,7825,4410,3894
0,170000,1,2,1,40,0,0,0,2,2,2,148211,149659,155442,162471,158294,166836,5400,8200,11400,0,10800,0
0,200000,1,1,1,38,1,-2,-1,0,0,0,-57,-382,1293,968,643,318,0,2000,0,0,0,1370
1,160000,1,2,1,50,-1,1,-1,0,0,0,779,350,1508,1204,1169,647,56,1545,320,352,0,539
0,30000,2,2,2,22,0,0,0,0,2,0,25536,26635,27383,29061,28492,29850,1800,1500,2100,0,1800,1000
0,240000,2,2,1,32,0,0,0,0,-2,-2,153104,102049,105086,0,0,0,4500,5014,0,0,0,1418
1,10000,1,2,2,24,0,0,0,0,2,0,9035,5845,6793,8668,8382,8595,1300,1200,2000,0,500,396
0,500000,2,2,2,39,0,0,0,0,0,-1,229332,161360,117606,18343,15737,203291,7400,6000,1889,3781,208122,6084
0,50000,1,1,2,36,0,0,0,0,0,0,49750,48854,47892,49439,48630,49160,2100,2000,2500,2413,2000,1987
1,20000,1,1,1,37,0,0,0,0,0,0,13560,15697,23010,15092,14138,10280,2911,1665,4555,3532,2110,1173
0,140000,2,1,2,27,0,0,0,0,0,0,142027,143536,141849,131491,94362,85863,7000,5341,4000,3500,3000,13000
1,30000,2,2,1,44,2,2,2,2,2,2,15518,17577,17282,17921,17773,18747,2612,274,1216,274,1312,1119
1,220000,2,1,1,51,-1,-1,-1,2,2,-2,2262,2255,8105,2224,150,1000,2276,8117,0,150,1000,2619
1,150000,1,1,2,27,0,0,0,0,0,0,61634,57253,51423,42110,37425,26744,3233,1023,1610,1341,2019,2893
1,300000,2,1,2,38,-1,-1,-1,2,-1,2,2984,-46,154,154,1626,976,0,200,0,1626,0,0
0,210000,2,1,1,34,0,0,0,0,0,0,201324,207222,209189,106090,108300,87404,10646,8601,3601,3719,3300,3400
1,140000,1,1,1,42,1,1,1,0,0,0,141298,141831,139039,134187,135697,136513,4307,1038,4864,5504,5207,5100
1,230000,1,2,2,31,0,0,0,0,0,0,14529,16597,18968,21435,27151,26815,5500,3000,4000,8000,4000,5000
0,50000,1,2,3,53,0,0,0,0,0,-1,49170,49446,36445,24788,24967,28652,2009,2500,1000,1500,28939,1200
0,320000,2,2,1,39,0,0,0,-2,-1,-1,46383,111937,0,0,589,-4543,68800,0,0,589,0,0
0,140000,2,2,1,31,1,-2,-1,-1,-2,-2,-53,-53,1117,0,0,0,0,1170,0,0,0,278
0,380000,2,1,2,31,0,0,0,0,0,0,331697,332339,322995,314161,327945,289814,15000,15000,20019,20000,9934,9330
0,60000,2,3,1,51,0,0,0,0,0,0,60350,61112,60557,35555,30214,30170,2435,2575,1404,990,1347,1316
0,90000,2,2,2,26,0,0,0,0,0,0,61982,46323,43710,45474,46369,47623,2000,2100,2500,1650,2000,2000
1,30000,2,4,2,40,2,0,0,0,0,0,29735,31038,30707,30401,30909,29241,2098,1219,1391,1055,1055,1103
0,70000,1,3,1,56,0,0,0,0,0,0,42039,46330,47480,49242,29993,29618,5000,2238,3000,3000,1500,1500
0,300000,2,2,1,40,0,0,0,0,0,0,11704,10196,8900,7099,5437,3958,1139,1322,1000,2000,1000,1000
1,20000,1,2,1,29,0,0,0,0,0,0,17496,13247,14209,11350,11642,12336,1904,1523,680,639,1000,1000
0,320000,1,1,2,38,-1,-1,-1,-1,-1,-1,3872,5409,16770,83490,0,52281,5409,16778,83490,0,52281,15643
0,70000,2,1,2,25,-1,-1,-1,-1,-2,-1,1288,0,1999,0,0,842,0,1999,0,0,842,0
1,30000,2,1,1,35,0,0,0,0,0,0,31831,30613,29203,28488,26343,30391,1028,1996,5743,782,5965,1170
0,330000,2,1,2,30,-1,-1,-2,-2,-2,-2,5014,59970,18585,13835,45476,25125,60207,18585,13835,45476,25125,21370
0,80000,2,2,2,29,0,0,0,0,0,0,78626,78262,80000,82025,78521,78947,3400,3600,4000,3500,3000,4000
1,53848,1,1,1,29,0,0,0,-1,-1,-1,25673,33307,31025,1706,277,6497,8576,722,1706,277,6541,0
0,190000,1,2,1,38,0,0,0,0,0,0,194670,194690,189950,194092,192638,189113,9000,8400,8800,7500,7100,7450
1,212045,1,1,1,32,1,1,2,0,0,0,192166,201091,194146,183529,186522,188519,14086,62,8193,8193,8313,21035
1,200000,1,2,1,40,-1,-1,-2,-2,-2,-1,9759,-241,-241,-241,-241,7817,0,0,0,0,8058,0
0,270000,2,2,1,33,-1,-1,-1,-1,-1,0,11489,8874,3567,1556,7952,10794,8874,3567,1556,7952,4000,2000
1,50000,2,2,1,26,0,0,2,0,0,0,15261,18937,19053,19440,20017,20507,3942,725,919,1000,931,1000
1,200000,2,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,220000,1,1,1,31,0,0,0,0,0,0,223502,219016,212863,184068,182430,182642,7679,6978,6246,5500,8417,4351
1,50000,1,2,1,35,3,2,1,0,0,0,50640,49344,48672,47957,48556,48427,3,1249,1694,1414,1065,1686
1,160000,1,3,2,27,1,2,-1,0,0,0,80166,34775,34073,15676,99436,90927,0,142848,1800,90000,3300,3400
1,100889,1,2,1,27,2,0,0,0,0,1,101586,78423,79843,81833,92016,88915,2803,2890,3409,5779,4245,266
1,40000,1,2,1,46,1,0,0,0,0,0,34437,31922,31609,31784,34487,36342,1390,2566,2573,3238,2695,2000
1,80000,1,1,1,48,0,0,0,0,0,0,80896,78285,78585,78896,50038,49959,2179,3274,4568,1760,1851,2784
1,150000,1,1,1,34,1,2,1,1,1,1,52812,54211,55674,55925,54543,58508,2863,2977,2000,82,4863,2954
1,30000,2,3,1,42,1,0,0,0,0,0,27817,27781,28649,29685,30015,29345,1771,1617,1833,1061,1148,973
0,50000,2,2,1,37,0,0,0,0,0,0,51734,51665,51105,47494,31375,30781,2003,1680,1860,1061,1392,8000
1,10000,1,1,2,30,0,0,2,0,0,0,7714,10500,9898,9908,9909,10338,3160,0,304,381,669,426
0,50000,1,2,2,25,0,0,0,0,0,0,49899,35200,29447,19980,10400,0,1679,2438,1700,1000,0,0
1,206680,1,1,1,28,0,0,0,0,0,0,40180,40383,41378,42175,43048,44540,1972,1966,1783,1730,2361,1958
0,230000,2,1,2,34,-1,0,0,0,-1,0,18482,22938,3569,2845,1935,6781,5000,1000,0,2000,5000,1000
1,50000,2,2,1,41,0,0,0,0,0,0,47406,48332,44295,43638,18788,15468,2200,2100,2228,1000,500,1150
1,424640,1,1,1,31,0,0,0,0,0,0,45243,26189,25713,25675,25760,23187,1436,1328,1123,896,1154,867
1,240000,2,1,1,35,-1,-1,-1,0,-1,0,6129,5055,7826,5373,7133,3525,5057,7829,396,7133,2978,3619
1,60000,1,1,2,29,0,0,0,-1,0,0,239,308,315,2592,320,746,197,218,2516,0,553,0
1,50000,1,2,2,25,0,0,0,0,0,0,43785,38971,34836,18488,19716,17932,1795,1660,1272,1500,644,704
1,30000,2,1,2,23,0,0,0,2,2,0,29047,30062,29659,29274,18770,13960,1508,3016,1730,16,1001,1000
1,121721,1,1,1,41,0,0,0,0,0,1,25466,27513,29269,29822,32564,7689,2796,2828,1896,4242,172,8278
0,250000,2,1,2,34,2,0,0,0,0,0,212681,193296,194659,196481,196256,195370,9917,7350,7231,6603,6797,7557
0,150000,1,1,2,37,0,0,0,0,0,0,45000,44386,46505,49103,51698,52549,3000,2500,3000,3000,1546,2000
1,240000,2,1,1,40,2,2,2,2,-2,-2,2500,2500,2500,0,0,0,0,0,0,0,0,0
1,60000,1,2,2,24,0,0,0,0,0,0,56737,57779,57889,59470,57443,58013,2649,2586,2701,2001,1883,1969
0,150000,2,2,2,37,-2,-2,-2,-2,-2,-2,0,0,596,22131,0,1596,0,596,22131,1980,1596,4617
1,235225,1,1,1,34,0,0,0,0,0,0,170553,170337,164784,149286,169022,171581,8024,8003,6003,49077,6909,5830
0,100000,1,3,2,32,0,0,0,0,-1,-1,54483,45433,40870,10726,1121,61067,2460,2220,1400,1121,61067,2210
0,170000,2,1,2,23,0,0,0,0,0,0,15639,14431,15437,13838,14915,10090,1265,3437,2115,2920,1500,1053
0,100000,1,2,2,28,1,2,2,2,0,0,96469,99750,100783,89898,58404,35078,7000,4000,49,5000,4000,10000
1,30000,1,1,2,33,2,0,0,0,0,0,25296,26459,26693,26018,22044,16726,2416,1428,2011,1620,1265,1395
0,260000,1,1,2,38,0,-1,-1,-1,-1,0,3953,3953,3953,3953,16466,14246,3953,3953,3953,16466,2000,5217
0,130000,2,1,1,27,-1,-1,-1,-1,-1,-1,3363,8305,15253,7338,3666,7856,8319,15253,7338,3669,7856,7836
0,170000,1,1,1,39,-2,-2,-2,-2,-2,-2,0,0,905,0,0,0,0,905,0,0,0,0
0,230000,2,3,2,25,0,0,0,0,-1,-1,26214,26504,20010,0,104160,0,2000,1067,0,104160,0,0
0,100000,2,3,1,44,0,0,0,0,0,0,80808,77825,70721,69603,65499,62296,3025,3000,3000,3000,3000,3000
1,240000,1,1,1,45,2,2,0,-2,-2,-2,2500,1045,0,0,0,0,0,0,0,0,0,0
0,50000,2,3,1,61,-1,-1,-2,-2,-2,-2,2020,0,0,0,0,0,0,0,0,0,0,202
1,290000,2,1,3,29,0,0,0,0,0,0,221626,190440,118163,110728,106426,15300,6530,4200,4938,10000,2420,221000
1,297245,2,2,1,41,-1,-1,-1,-1,-1,-1,5942,4106,4875,918,-1051,5289,4113,4876,921,440,11960,8050
1,50000,1,2,3,41,0,0,0,0,0,0,51449,52260,40893,81308,41463,40045,1700,1679,1640,1449,1454,1466
0,90000,2,3,2,60,-1,-1,-1,0,0,0,1933,63201,5322,27878,27243,27799,63201,5322,26400,545,556,1274
1,180000,1,1,1,43,1,1,1,1,1,2,124151,119457,118001,118743,120242,116781,5503,5498,5348,6244,2527,2485
1,150000,2,1,1,32,-1,0,-1,-1,1,0,1316,2617,75,607,607,531,1846,75,531,0,0,0
1,200000,2,1,2,27,1,-2,-2,-2,-2,-1,0,0,0,0,0,216,0,0,0,0,216,130
0,50000,1,1,2,23,1,-2,-2,-2,-2,-1,0,0,0,0,0,19553,0,0,0,0,19553,389
1,136670,1,1,2,34,2,2,2,1,1,1,125342,132641,132126,130342,131421,132440,10347,3135,2397,4390,8235,1502
0,170000,1,1,2,35,0,0,0,0,0,-2,169282,173226,134832,70479,0,0,10126,5667,9223,0,0,0
0,80000,1,2,1,42,0,0,0,0,0,0,48237,48594,49432,49043,47805,45626,2200,2005,2000,2000,2000,2000
1,70000,1,3,2,32,0,0,0,0,0,0,65460,65721,45492,45482,46371,47603,2352,2030,1800,2000,2000,2000
0,310000,2,1,2,25,0,0,0,0,0,0,140483,141796,145125,148388,152132,155887,4000,4500,4500,5000,5000,5000
0,20000,2,2,2,22,1,2,2,2,0,0,14645,14113,18550,17867,18072,17899,0,4675,0,701,563,1000
0,260000,2,5,1,33,0,0,-1,-1,0,0,2229,3140,2740,107139,105188,104418,1000,2740,107139,4000,4000,4696
0,30000,2,2,2,24,0,0,0,0,0,0,30767,28818,30411,28805,26895,27162,1600,2517,4006,2000,1000,1500
1,258949,2,2,1,38,1,0,0,1,1,1,135867,139061,145775,143582,154053,147093,5387,9280,288,12368,283,284
0,620000,2,1,2,38,-1,-1,-1,-1,-1,-1,12136,7938,620,16022,2581,2867,8638,620,16032,2856,4197,920
1,240776,1,2,2,39,2,0,0,0,0,0,245084,239876,241278,239279,237528,236322,9586,9491,13628,9046,5394,12463
1,40000,1,2,1,26,0,0,1,0,0,0,26413,30421,31449,31545,32750,33198,4768,1835,913,1714,1141,2162
0,120000,2,2,1,41,-1,-1,-1,-1,-1,-1,7877,11532,13695,2050,804,0,11532,13740,2050,804,0,0
0,80000,2,1,2,31,0,0,0,0,0,0,68613,69744,70313,71636,52471,53316,2600,3000,3000,2000,2000,2454
1,20000,2,3,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,50000,1,3,2,41,0,0,2,0,0,0,22358,23257,23192,24073,21759,21959,1900,1000,1500,891,1000,700
0,150000,2,1,2,33,-1,-1,-1,-1,-1,-1,2858,9934,19312,46321,146947,237926,9934,19312,30000,105180,103752,5742
0,210000,2,2,1,43,0,0,0,0,0,0,190693,169931,173389,154440,155592,116249,7000,7000,10005,6193,4231,5000
0,120000,2,1,2,24,0,0,0,0,0,0,11245,12554,13325,14185,13329,10237,1500,1265,1125,1329,500,3020
0,230000,2,1,2,36,-2,-2,-2,-2,-2,-2,0,0,0,1279,0,2794,0,0,1279,0,2794,0
0,60000,2,2,1,35,0,0,0,0,0,0,60505,60820,54853,39112,39714,38850,2300,2000,1500,1500,1600,1400
1,241346,2,2,2,46,0,0,0,0,0,0,235457,233128,233813,220670,190978,194317,9490,10053,8213,6567,7033,7033
1,60000,2,3,1,42,-1,-1,2,0,-1,-1,1570,21835,20680,390,390,14290,20680,0,0,390,14290,2892
0,160000,1,1,1,41,0,0,0,0,-2,-2,97266,99466,102650,0,0,0,3769,5000,0,0,0,0
0,50000,1,2,2,41,0,0,0,0,0,0,41993,43163,36546,6421,5263,-12,1942,1725,1000,400,0,0
1,30000,2,2,1,33,2,1,1,1,1,1,23328,21874,18193,16157,14881,13370,1424,1381,485,1196,321,710
