INADIMPLENTE,CREDITO_CONCEDIDO,GENERO,ESCOLARIDADE,ESTADO_CIVIL,IDADE,ATRASO_PARCELA_M_0,ATRASO_PARCELA_M_2,ATRASO_PARCELA_M_3,ATRASO_PARCELA_M_4,ATRASO_PARCELA_M_5,ATRASO_PARCELA_M_6,SALDO_PAGO_PARCELA_1,SALDO_PAGO_PARCELA_2,SALDO_PAGO_PARCELA_3,SALDO_PAGO_PARCELA_4,SALDO_PAGO_PARCELA_5,SALDO_PAGO_PARCELA_6,VALOR_PAGAMENTO_ANTERIOR_1,VALOR_PAGAMENTO_ANTERIOR_2,VALOR_PAGAMENTO_ANTERIOR_3,VALOR_PAGAMENTO_ANTERIOR_4,VALOR_PAGAMENTO_ANTERIOR_5,VALOR_PAGAMENTO_ANTERIOR_6
1,50000,1,1,1,38,0,0,0,2,0,0,10372,11371,14655,14077,15036,19065,1178,3477,0,1178,4182,585
0,500000,1,1,1,47,-1,2,-1,0,0,-1,7233,2321,18261,16456,11225,36770,0,18261,0,0,40270,0
1,50000,1,3,2,46,0,0,0,0,0,0,50297,46613,46666,20162,19864,19680,1852,4050,676,730,866,3000
1,50000,2,3,1,46,2,0,0,2,2,0,25706,25040,25376,23845,21691,20426,1434,2456,784,0,778,573
1,50000,2,2,2,31,2,0,0,2,2,2,28133,29461,32067,31252,32633,33965,1800,3400,0,1900,2000,0
0,300000,2,1,2,30,0,0,0,0,0,0,217329,206703,203164,164371,161331,154515,8000,20219,7500,6500,7500,6000
1,500000,1,1,1,54,2,1,1,1,1,1,4160,4489,5020,5047,4640,4284,436,967,182,0,0,283
0,30000,1,3,1,51,0,0,0,0,0,-2,13386,13218,14453,15525,0,0,1218,1453,1525,0,0,0
1,107193,2,1,1,25,1,0,0,0,1,0,37924,39465,40918,41097,41159,5773,2157,2610,1140,312,228,328
1,40000,2,2,1,23,2,2,2,1,1,0,30072,35054,33956,37968,35014,35761,5552,0,4780,333,1812,4434
1,93552,1,2,1,31,1,1,0,0,1,1,60170,59902,62565,66202,65859,61021,1065,3710,5114,1065,5568,0
1,200000,2,1,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,20000,1,2,2,38,7,6,5,4,3,2,20740,20453,19878,19425,18471,17863,0,0,107,61,28,0
1,70000,1,2,1,32,0,0,0,0,0,0,67569,69376,68939,32424,32744,34630,3010,2125,979,1595,2618,1809
0,150000,2,2,1,27,-2,-2,-2,-2,-2,-2,929,0,0,0,0,0,0,0,0,0,0,0
1,30000,1,2,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,90907,1,2,1,36,0,0,0,0,0,0,90509,88312,87373,53446,52344,27195,3951,4727,2952,1998,1365,380
0,240000,1,2,2,27,0,0,0,0,0,0,81861,81446,82907,84832,87123,85363,15000,4000,4000,4000,3000,3000
1,50000,2,2,1,32,1,1,1,1,0,0,49735,50190,49346,21782,11693,8524,2189,708,72,493,462,250
1,20000,1,2,1,42,0,0,0,0,0,0,6547,7925,9501,10843,12219,12988,1560,1780,1639,1560,1120,1560
1,120000,2,2,2,24,0,0,0,0,0,0,50505,43167,30944,19946,10270,4576,2066,1114,131,1438,2099,6367
0,480000,1,1,1,43,0,0,0,0,0,0,377420,389573,400693,393892,348733,331930,20000,20000,20005,15000,15000,12000
1,50000,2,1,2,22,1,1,-2,-2,-2,-2,4181,0,0,0,0,0,0,0,0,0,0,0
1,220000,1,1,1,41,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,340000,1,2,1,49,0,0,0,0,0,0,317686,302986,263928,260916,257001,210033,17000,18000,13000,12000,12000,8000
0,200000,1,1,2,26,0,0,-1,0,0,-2,14335,12452,4467,3285,0,0,1213,4467,1000,0,0,0
0,480000,2,2,1,38,0,0,0,0,0,0,90258,76099,56776,37484,37906,18387,30000,1708,1292,1010,772,705
0,200000,1,3,1,43,0,-1,-1,-1,0,0,1243,1435,1270,3783,2522,1261,1453,1270,4000,0,0,1436
1,260000,1,1,1,37,1,0,0,1,2,1,140371,141250,146860,149351,154914,150927,3603,8638,5491,8517,1945,1954
1,30000,2,2,1,31,2,0,0,0,0,1,26839,25085,21204,17902,15749,15448,1700,1579,949,1194,213,587
0,130000,2,2,1,38,0,0,0,0,0,0,127626,128136,88423,90235,92154,85510,5400,3100,3100,3200,3000,3100
1,218085,2,1,2,29,0,1,0,0,0,0,5012,4799,5749,6668,7318,107784,0,1251,1158,904,100666,4091
1,30000,1,2,2,51,2,2,0,0,0,0,30101,28675,29069,29317,29757,27596,0,1804,1747,1179,1205,1994
1,20000,2,2,1,50,0,0,0,0,2,0,13779,14788,15815,17891,17308,17521,1245,1272,2348,0,640,1615
1,429441,1,1,2,30,0,1,1,0,0,0,405156,404286,400687,342413,341143,338907,14519,7597,12830,12400,12359,12142
1,67974,2,3,1,34,2,0,0,0,0,0,2204,40897,40033,42028,42832,41963,39842,2424,2511,1317,1321,1433
0,500000,2,1,2,34,-1,-1,-1,-1,0,-1,4677,6187,4775,31188,5827,3637,6187,4775,31188,0,4119,7390
1,140000,2,2,1,29,0,0,0,0,0,0,97237,98065,98171,97214,97048,101584,4403,4496,3507,3362,7992,480
1,80000,2,2,1,40,2,2,0,0,0,1,70953,69219,70808,71995,75426,75267,0,3078,2736,4632,1127,3000
1,130000,2,1,2,30,2,2,2,1,0,0,9097,8890,9591,10231,10377,10642,85,1000,965,600,582,417
1,80000,1,2,1,40,1,0,0,-1,-1,-2,5271,5785,1084,525,0,0,1038,525,525,0,0,0
0,30000,1,2,2,28,0,0,0,0,0,0,25198,25988,27107,27450,29193,27372,1500,1600,1000,2100,1400,500
0,210000,1,1,2,26,0,0,0,0,0,0,204824,209873,214775,111893,107697,105578,10000,10000,5000,4000,4000,4000
1,80000,1,2,2,33,2,2,0,0,0,0,24928,24229,25832,27394,29922,31879,0,2000,2000,3000,2600,0
1,172611,1,2,1,46,0,0,0,0,0,0,94118,97279,98335,99225,101342,109346,4927,3545,2745,3848,9862,979
0,100000,2,2,1,41,2,0,0,0,0,0,71978,73715,74621,72567,77231,78780,3500,2800,3000,6000,3000,2000
0,310000,2,1,2,31,0,0,0,0,0,0,175357,168933,163384,164700,142767,125972,6006,7006,10000,9000,5000,4500
1,30000,2,3,1,56,2,2,2,2,2,2,17643,18564,17969,20645,21666,21170,1500,0,3000,1500,0,1900
0,420000,1,4,2,36,1,-2,-1,-1,0,0,944,1819,1133,10415,7792,-3,1819,1143,10429,194,556,0
0,500000,2,1,2,30,1,-1,2,-1,-1,-1,17144,2447,1221,1157,1133,2107,3678,6,1162,1133,1010,5
0,180000,1,2,1,37,-2,-2,-2,-2,-2,-2,0,0,621,3762,0,0,0,621,3762,0,0,0
0,80000,1,3,2,33,1,-1,-1,-1,-2,-2,0,3495,500,0,0,0,3495,765,0,0,0,0
1,150000,1,2,1,33,2,-1,-1,-2,-2,-2,1033,1533,0,0,0,0,1550,0,0,0,0,0
0,140000,2,2,1,40,0,0,0,0,0,0,138389,110701,83468,41202,41687,36335,5148,3216,2003,3000,3041,5056
0,100000,2,2,1,25,0,0,0,0,0,0,99203,97294,99377,101577,99453,101879,3485,3654,3900,3729,4200,3702
1,30000,2,2,1,28,0,0,0,0,0,0,28438,27724,28726,28074,28410,29000,1064,1786,1418,1359,1598,1059
0,50000,2,3,2,58,0,0,0,0,0,0,24885,26250,26955,27647,28149,28940,1772,1447,1139,1100,1262,1009
0,500000,2,1,2,38,0,0,0,0,0,0,56197,55246,62402,42594,43652,38254,5000,10004,8000,3000,5000,8000
1,20000,1,2,1,46,0,0,0,0,0,0,15273,16927,19206,14534,13493,8804,2728,2711,4366,4223,2878,426
1,50000,1,2,1,48,0,0,0,0,0,-1,48412,48378,47458,49257,5191,4396,46918,1825,39966,332,4396,6786
0,380000,1,1,1,40,0,0,0,0,0,0,231759,233357,236292,237176,236379,239221,10000,9000,10021,10000,10000,10000
1,50000,2,2,1,41,1,2,0,0,1,0,19638,18989,17548,18900,18332,18741,0,1496,2122,300,1171,781
0,30000,2,3,1,29,1,2,2,2,2,2,13164,12668,15038,14502,15501,15105,0,2905,0,1386,0,600
0,110000,1,2,2,51,0,0,0,0,0,0,110950,69564,51264,51584,49601,50485,2500,2500,1800,1800,2000,2000
0,10000,1,2,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,20000,1,2,2,24,1,2,0,0,0,2,16981,16424,17242,18448,19495,20026,0,1400,1500,1500,1000,0
0,150000,2,3,2,47,-1,-1,-1,-1,-1,-1,2934,2843,1445,2130,796,2470,2843,1445,2288,938,2470,1073
0,660000,1,1,2,40,0,0,0,0,2,0,142417,122122,104284,113345,111423,119349,6500,6000,15000,0,10000,6000
0,50000,1,3,2,27,-1,-1,-1,-1,-1,-1,3150,9375,725,21423,6308,12651,9375,730,21423,6308,12651,6243
1,50000,1,3,1,26,2,1,0,0,0,0,38271,39912,40785,41683,42624,44512,2382,1835,1876,1676,2658,1176
1,80000,2,2,2,26,-1,-1,-1,-1,-1,-1,512,319,337,0,828,-27,319,337,0,828,0,0
0,180000,2,3,1,43,-2,-1,0,0,0,0,130500,47346,48176,49140,48129,45759,47346,1678,1642,2000,2000,1424
0,200000,2,2,1,35,0,0,0,0,0,0,3773,7677,14704,8000,10285,16285,4000,7240,2000,2285,6000,1500
1,38502,2,2,1,46,0,0,0,0,0,0,19965,19397,20741,20286,14405,-531,1842,1973,1693,766,0,41352
1,30000,1,2,1,27,-1,-1,0,0,0,-2,390,535,749,714,-7,-65,621,663,50,0,0,0
0,150000,2,2,2,30,0,0,0,2,2,2,61785,63150,68125,66432,73312,72015,3000,6000,0,8023,0,5700
1,260000,1,1,1,37,1,0,0,1,2,1,140038,141095,146804,148915,154885,150629,3740,8703,5072,8841,1797,1805
0,70000,2,1,2,29,0,0,0,0,2,0,17154,18550,20245,22904,22238,23870,2000,2000,3000,0,2000,2200
1,90000,1,1,2,32,0,0,0,1,1,1,33116,34220,35903,37901,37147,39386,1961,2256,2860,126,2834,1945
1,200000,2,1,1,34,0,-1,-1,-1,1,1,471,223,385,361,237,3483,0,385,361,75,3320,513
1,120000,1,3,1,49,0,-1,-1,-1,-1,-1,119440,3844,2290,780,8190,4600,3844,2299,780,8190,4600,1081
1,80000,1,2,1,28,0,0,0,-1,0,0,21889,13094,5747,5040,6226,2809,1536,2455,5040,1227,112,48
0,120000,2,2,1,47,0,0,0,0,0,0,97989,101458,103840,105646,86127,67269,5100,5500,5170,3543,3000,3238
1,50000,1,1,1,35,1,1,1,0,0,1,40437,41229,40517,41487,43984,44572,1696,214,1643,3313,1444,1699
0,50000,1,1,1,24,0,0,0,0,0,0,47734,47025,48102,48612,49465,50299,1763,1840,1751,1717,1773,1845
0,140000,2,2,1,33,1,-1,0,0,0,0,0,7933,7283,8577,9452,11153,7933,2000,2000,1000,2000,1000
1,60000,1,2,1,38,0,0,0,0,0,0,55135,58195,60108,59316,59877,60197,4413,3507,1845,3069,2832,1845
0,500000,2,2,1,53,-1,-1,-1,-1,-1,0,10789,7855,17481,12021,132906,122256,7919,17512,12021,132906,0,37380
0,50000,2,2,1,29,0,0,0,0,0,0,98492,50095,49057,17426,17789,18003,2477,2409,769,792,659,631
1,180000,2,1,1,33,2,2,2,2,2,2,115861,123048,123846,126717,123485,130116,10640,4239,6402,298,8758,1400
1,150000,2,2,1,34,2,2,2,0,0,0,39465,42829,41845,42844,43999,45110,4000,0,2000,2000,2000,2000
0,460000,2,1,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,630,0,0,0,0,630,0,0
1,140000,1,1,1,34,0,0,0,0,0,0,66108,60635,53457,50254,47671,47813,3365,3053,1862,2244,1811,2837
0,200000,2,1,2,35,-2,-1,-1,-1,-1,-1,0,185,1916,0,150,1348,185,1916,0,150,1348,1000
1,30000,2,1,2,23,0,0,0,0,0,0,14544,15597,16641,17659,18066,18775,1300,1300,1300,700,1000,1000
1,360000,2,1,1,48,1,-1,-1,-2,-2,-2,491,3670,-114,-200,-200,-200,3700,0,0,0,0,0
1,80000,1,1,1,33,2,1,1,1,2,1,62520,63912,64806,65967,67125,68475,2992,2538,2833,2404,2607,2060
0,20000,1,2,1,36,0,0,0,0,0,0,20710,21790,21017,19772,15628,12501,1739,1453,691,512,1430,0
1,250000,2,1,1,29,1,-1,-1,0,-1,0,1556,747,5562,1589,42717,41809,1225,6199,1068,42816,8380,7411
1,50000,1,2,2,26,0,0,0,0,0,0,50159,50362,50747,7746,7497,45909,1938,2111,961,752,40635,1800
1,20000,1,2,2,21,2,0,0,2,0,0,19820,19277,20997,20200,20000,0,2000,5000,0,0,0,0
0,280000,2,1,1,63,-2,-2,-2,-2,-2,-2,4108,2219,4734,0,1420,2705,2219,4734,0,1420,2705,3275
0,200000,1,2,2,35,0,0,0,0,0,0,27784,33877,35420,26609,25392,23367,10000,10000,2000,5000,5000,1000
0,50000,1,3,2,44,0,0,0,0,0,-2,40151,38951,28984,29422,0,0,2000,2000,2000,0,0,0
1,50000,1,1,2,23,2,3,2,0,0,0,7557,7293,8017,8687,9048,9306,0,1000,810,500,408,500
0,50000,1,2,2,42,0,0,0,0,0,0,47689,42338,31539,17342,17541,18149,2000,1281,700,700,1000,1000
1,290000,2,1,2,30,0,0,0,0,0,0,284239,284692,230891,232778,235004,226959,11000,10000,8000,10000,8000,7500
0,50000,1,5,2,49,0,0,0,0,0,0,36869,31255,28040,20799,9584,9788,1615,2507,10814,344,359,401
0,230000,1,1,2,26,0,0,0,0,0,0,42314,37735,32358,114443,111520,105779,1804,2713,106028,3827,5060,30000
1,300000,2,2,2,39,-2,-2,-2,-2,-2,-2,1028,0,0,0,0,0,0,0,0,0,0,0
1,50000,1,2,1,34,0,0,0,0,0,2,45447,46706,47100,47988,50089,49868,2072,1459,1747,2959,745,2254
1,80000,1,2,1,25,0,0,1,3,2,1,32140,34327,39045,38374,37790,39903,2733,5577,211,317,2873,211
0,300000,2,1,1,42,1,-2,-2,-2,-1,3,-694,-694,0,0,694,394,0,694,0,694,0,0
1,500000,2,1,1,39,-1,-1,-2,-1,-1,-1,2019,-3,9337,25972,20416,22153,0,9340,25975,17799,16954,8399
1,20000,2,1,3,22,0,0,0,0,0,-2,14993,16244,18300,18100,-1900,0,1800,2800,0,0,1900,0
0,170000,2,1,1,31,0,0,-2,-2,-2,-2,6832,0,0,0,0,0,0,0,0,0,0,0
1,80000,2,2,1,54,2,2,0,0,0,0,71901,70147,72013,73810,75583,77358,0,3000,2999,3005,2994,3000
1,290034,2,1,2,25,0,0,0,0,0,0,305810,303700,296340,248808,241955,230925,14992,10498,9997,14988,7845,23307
1,410000,1,2,1,46,2,2,2,2,2,0,71532,73643,72083,76603,74964,76370,3700,0,6147,0,2577,2747
1,50000,2,2,2,25,2,2,2,2,2,2,33804,34796,34993,36365,36966,37775,1846,1044,2255,1500,1546,697
0,30000,1,2,1,36,1,4,3,2,2,2,28083,27371,26645,25919,27535,28197,0,0,0,2038,1268,0
1,60000,2,2,1,24,3,2,2,2,0,0,33866,33041,35284,31602,32221,30208,0,2900,0,1200,1409,1115
1,170000,2,1,2,30,2,2,2,2,2,2,155910,158819,161487,157577,168094,170922,6800,6500,0,13000,5500,1000
0,50000,2,2,1,38,0,0,0,-1,0,0,20606,18750,0,31288,27335,30626,2000,0,95000,1000,3700,16
1,30000,1,2,2,47,1,3,2,0,0,0,15783,15237,15693,16928,18299,20129,0,1000,1500,1659,2129,0
0,50000,1,2,2,22,1,2,0,0,0,0,50043,98450,48689,19773,19931,19237,1000,2000,900,900,1000,1000
1,100000,1,2,1,48,-1,-1,-1,-1,0,-1,467,467,467,734,508,467,467,467,734,282,467,467
1,500000,1,1,1,54,2,1,1,1,1,1,4902,4919,4902,4916,4916,4870,52,36,49,0,3,3
1,30000,2,1,1,30,0,0,0,1,1,0,29491,30369,29596,29111,19103,14855,1470,1970,1452,219,920,1103
0,170000,2,3,1,42,-1,-1,-1,-1,-1,-1,552,552,552,552,552,0,552,552,552,552,0,33290
1,20000,1,2,1,32,0,1,1,1,1,2,6192,6589,7778,8552,9248,8957,652,1457,1058,989,0,416
0,160000,1,2,1,49,-1,-1,-1,-1,-1,-1,435,435,435,435,435,435,435,435,435,435,435,870
0,330000,1,2,1,42,-1,-1,-1,-1,-1,-1,870,0,870,0,435,435,0,870,0,435,435,435
1,200000,1,1,1,46,0,0,0,0,0,2,129995,132838,136321,139077,147083,146895,4959,5652,5627,10904,2325,8386
0,50000,1,2,2,28,0,0,0,0,0,0,48591,48896,48587,37211,28248,28430,2300,2000,1432,988,1600,1600
1,57181,2,2,1,31,0,0,0,0,0,-1,16074,56619,55621,56835,4003,1244,57095,2133,4351,861,1436,0
0,260000,2,1,1,37,0,0,0,0,0,0,174971,161671,156296,156248,120518,122649,10000,8000,5028,5000,5000,10000
0,90000,1,3,2,50,0,0,0,0,0,0,80926,76495,71616,60177,54440,45788,3451,3243,2390,1840,1690,1954
1,10000,1,2,1,45,1,2,1,0,2,0,8848,8556,8722,9461,8695,7939,0,776,1288,0,788,2259
1,190947,1,1,2,31,0,0,0,2,1,1,163610,170244,177210,149401,135320,121719,10724,12571,0,7847,2340,7707
0,320000,2,2,2,35,-1,0,0,0,0,0,61687,59130,121486,22337,23358,13536,3500,3300,6000,5000,2000,3000
0,150000,2,3,2,58,2,0,0,0,0,0,152767,152319,120458,98302,69424,70906,6251,5000,3903,2500,2600,2600
1,360000,1,1,2,28,-2,-2,-2,-2,-2,-2,-162,-162,-162,-162,-162,-162,0,0,0,0,162,0
1,300000,1,1,2,38,0,0,0,0,0,-1,644,1667,10206,11420,18068,2445,1085,8657,2714,14385,2445,1942
0,120000,2,1,2,28,-2,-1,-1,-1,0,0,398,954,0,170,170,0,958,0,170,0,0,0
0,300000,2,1,1,31,0,0,0,0,0,0,149893,152529,152882,113347,114554,116357,7000,6000,4084,4056,4300,6609
0,350000,2,2,3,44,2,2,-2,-2,-2,-1,52949,-4577,-4577,-2699,-2699,297301,3682,0,1878,0,300000,0
0,310000,2,2,2,31,0,0,0,0,0,0,309080,314220,288581,294745,301286,306515,11900,12000,12500,12930,12000,13500
1,10000,2,2,2,40,2,4,3,2,2,0,8544,8268,7993,8279,8287,8256,0,0,566,288,251,624
1,130000,2,2,1,28,-1,-1,-1,-1,-1,-1,875,60,3793,144,72,976,72,3805,0,0,976,3496
1,200000,1,3,1,59,2,2,2,2,2,0,2500,2500,2500,2500,925,925,0,0,0,0,0,0
1,50000,2,2,1,35,2,1,1,1,0,0,47669,48240,49252,48377,9387,9311,2291,2273,692,422,735,602
0,60000,2,2,2,26,0,0,0,0,0,0,57171,58656,53271,54331,55513,56898,2464,1932,1944,2057,2351,1963
0,80000,1,1,1,47,0,-1,-1,0,-1,-1,49735,25144,7905,7905,20616,7727,25144,8000,0,20616,7727,6191
0,20000,2,2,2,26,0,0,0,0,0,0,16976,17687,18894,19693,19894,3473,1300,1500,1250,451,160,69
0,30000,2,3,2,34,-1,-1,-1,-1,-1,-2,9318,10621,15685,5476,0,0,10621,15685,5827,0,0,0
0,20000,2,2,2,26,0,0,0,0,0,0,15700,16734,17549,17702,10400,0,1600,1400,1171,600,0,0
0,220000,2,4,1,35,-1,-1,-1,-1,-1,-1,1849,326,12681,84674,35326,1026,326,12681,84674,35326,1026,3088
1,10000,1,2,2,43,0,0,0,0,0,0,9147,9566,9454,9619,9611,9892,1323,1168,1140,329,420,333
1,290000,2,2,1,49,-1,-1,-1,-1,-1,-1,5287,2323,704,2135,1591,5392,2334,707,2145,1599,5419,5039
1,70000,2,1,1,37,0,0,0,0,2,0,65656,65985,68770,71431,71214,59883,2395,4081,4304,1473,906,2385
0,280000,2,1,1,37,-1,-1,-1,-1,-1,-1,3915,6686,3719,11013,21011,29459,6691,85,11045,21012,29460,10284
0,130000,2,1,1,36,0,0,0,0,0,0,129689,107070,103942,94623,90556,92394,5000,4400,5000,4000,3500,4000
1,50000,2,3,2,23,-1,-1,-1,-1,0,0,3237,5365,8263,14054,22071,20506,5389,8276,14075,15022,3012,3018
1,111111,2,2,1,38,2,1,0,0,0,2,41088,40603,41689,42925,47388,45734,444,1777,1944,5188,955,888
1,140000,2,2,1,28,1,1,1,1,1,1,96352,98030,99459,100026,97283,102634,4473,4426,3646,943,7853,134
0,50000,1,2,1,34,0,0,-1,0,-1,-1,2522,0,2522,1261,1261,1428,0,2522,0,1261,1428,1261
1,30000,2,2,2,22,1,2,2,-1,2,2,22623,3019,-341,1129,1470,339,10,0,1470,341,0,12324
1,103187,1,2,1,50,2,2,2,0,0,0,86555,88055,84369,86225,85776,78230,3819,9,4479,2762,3159,2725
0,120000,2,2,1,27,-1,-1,-1,-1,0,0,1164,1844,-7809,120680,63530,63552,1671,380,131062,2000,3000,3000
0,80000,2,1,1,41,0,0,0,0,0,0,73863,74970,75285,73654,75642,80984,3300,3300,3000,3500,9050,0
1,50000,1,2,2,24,1,2,0,0,0,2,6742,6489,7886,8316,8869,8589,0,1589,641,756,0,756
1,20000,1,2,2,43,0,2,0,0,0,0,6492,6242,7327,8155,8537,8676,0,1320,1111,543,427,428
0,180000,2,2,2,34,0,0,0,0,0,0,115700,119834,121342,124337,127181,130147,6000,5000,5000,5000,6000,5000
0,110000,2,1,2,26,0,0,0,0,0,0,103705,94786,94708,83765,73122,74366,3500,3500,3000,3700,12488,100
0,200000,1,2,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,28027
1,30000,2,1,1,25,0,0,-1,0,-1,0,9050,2133,3411,2366,2414,781,2133,3962,1816,2414,681,385
1,140000,1,1,2,40,-1,0,-1,-1,-1,-1,553,553,358,162,553,358,162,358,162,553,358,162
1,280000,2,1,1,35,-1,-1,-1,-1,-1,-2,4281,2765,1517,2833,0,0,2768,1519,2835,0,0,0
1,50000,1,2,1,33,-1,-1,-1,-1,-1,-1,835,768,26,26,26,26,768,26,26,26,26,26
1,50000,1,1,1,35,0,0,0,0,0,0,48353,19779,18315,18356,18145,18341,1583,7031,782,1040,727,702
1,280000,2,1,1,40,-1,0,-1,-1,-1,-1,8723,4584,713,1585,1209,450,817,713,1585,1209,450,1031
0,80000,2,2,1,26,0,0,0,0,0,0,75405,75681,72263,50312,49878,50101,3000,2200,1730,1800,2500,3000
1,80000,1,1,1,33,2,0,0,1,0,0,10469,12177,13471,13540,13977,14428,2198,1798,590,660,827,1220
0,80000,1,2,2,28,0,0,0,0,0,0,73233,74853,76408,77435,79187,79696,3400,3400,2900,3045,6000,0
0,240000,2,2,1,37,0,0,0,0,-1,0,51277,51999,52613,21696,22807,22877,10006,10000,10000,22807,10000,11109
0,140000,1,3,1,53,0,0,0,0,0,0,133167,135889,81607,83927,84861,86556,5400,3000,4000,3500,3504,3500
0,110000,2,2,2,32,3,2,0,0,0,0,108087,103307,103749,78961,76180,76353,0,5100,3411,3003,3000,3001
1,123640,1,1,1,34,1,1,1,1,2,1,98238,99526,101630,103971,104116,101547,4018,4582,5383,2543,1419,6216
0,90000,2,1,2,29,-2,-2,-2,-2,-2,-2,-240,-240,-240,-240,-240,-240,0,0,0,0,0,0
0,210000,2,1,1,33,0,0,0,0,0,0,17420,16182,14109,10955,11217,11367,1236,1613,1000,552,607,1500
0,290000,1,1,2,28,0,0,0,0,0,0,162118,150366,148949,141711,122755,216138,6000,6000,5000,10000,100000,7681
0,200000,2,3,2,51,0,0,0,0,0,0,196875,180428,131111,112995,107300,101918,7657,4814,3921,4000,4365,11000
0,220000,2,2,1,43,-1,-1,-1,-1,-1,-1,316,316,316,956,1087,316,316,316,956,1087,316,4342
1,260000,1,1,1,38,-1,-1,-1,-1,-1,-1,3149,770,3998,301,739,3010,775,4042,816,228,3022,1866
1,50000,2,2,1,50,1,0,0,0,-1,0,47843,49780,50326,1247,668,126,2728,1932,25,668,0,0
1,360000,1,2,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,320000,1,1,2,32,-1,0,-1,-1,-2,-2,510,114,2119,0,0,0,0,2125,0,0,0,0
0,100000,1,1,2,32,0,0,0,0,0,0,93036,84071,82880,80958,78703,75589,3023,3511,3302,3204,3200,2504
0,140000,1,3,2,26,0,0,0,0,0,0,18648,19561,13902,14183,13207,12996,1309,1139,420,418,816,0
1,307931,1,1,2,29,0,0,0,0,0,0,2836,3248,10104,15007,7809,81959,1642,8016,5803,2743,82074,3705
0,80000,2,3,2,35,0,-1,0,0,0,0,49608,12412,14873,17364,17770,17460,12500,6500,3000,2000,3000,2000
0,320000,2,1,2,28,-1,-1,-2,-1,-1,-2,11684,1127,1943,13312,-5,-5,1135,1952,13375,5,0,0
1,20000,1,1,2,24,2,2,5,7,7,6,2400,2400,2400,2400,2400,1930,0,0,0,0,0,0
1,80000,2,1,2,29,0,0,0,2,0,0,81337,80290,82215,80422,78284,77270,2842,20412,0,3000,3000,3000
1,20000,1,2,1,32,0,0,2,0,0,2,15818,17946,17369,18565,20158,20417,2482,0,1489,1998,771,600
1,202202,1,2,1,36,0,0,0,0,0,0,173726,153366,156002,157701,160070,160866,19493,6207,6109,6007,5852,6121
1,20000,1,2,2,30,2,0,0,0,0,0,18135,17811,17152,17868,10144,10290,1718,1543,1735,586,569,680
0,60000,2,3,2,27,0,0,0,0,0,0,39325,40668,42009,43804,44473,45752,2000,2000,2500,1700,2000,1700
0,260000,2,2,2,37,-1,-1,-1,-1,-1,-1,188,188,189,192,188,0,188,189,192,188,0,526
0,30000,2,3,1,41,1,2,0,0,0,0,28041,23367,22843,23044,25082,25648,13,2003,2008,5000,1005,3016
0,50000,1,2,2,26,-1,-1,-1,-1,-1,-1,581,581,581,581,581,581,581,581,581,581,581,581
0,210000,2,1,2,25,-1,-1,-1,-1,-1,-1,390,390,390,390,390,780,390,390,390,390,780,1473
0,70000,2,2,2,26,0,0,0,0,0,0,30139,8241,8398,8864,9301,10702,2000,2000,2000,2000,3000,1500
1,50000,1,2,1,33,1,1,2,1,1,1,21407,22957,23199,23519,23402,24526,2203,910,1000,430,1510,430
1,50000,1,2,1,41,0,0,0,0,0,0,49036,38301,3279,4016,4783,4912,1090,994,782,810,175,95
1,110000,2,1,1,27,0,0,0,0,0,0,110555,108405,111425,111692,111948,111319,4000,4795,4297,4298,4398,3874
1,200000,2,1,2,28,1,-2,-2,-2,-2,-1,0,0,0,0,0,29,0,0,0,0,29,248
1,50000,1,2,1,45,1,0,0,0,0,0,47727,47891,21050,21414,19768,20394,2435,1343,1844,746,1077,2428
0,260000,2,2,1,28,0,0,0,0,-1,0,251811,256753,143240,150000,14098,28736,9388,5000,10000,14098,15000,15000
0,230000,2,1,2,28,-1,0,0,0,0,0,48144,51966,44477,39998,23278,27775,12000,2353,5000,0,8000,643
1,281175,1,2,1,41,1,1,0,0,0,0,285258,281880,263887,183347,133356,132048,4558,12235,12980,6335,5446,5000
1,180000,1,2,1,41,0,0,0,0,0,0,28483,29302,30191,30789,31438,32299,1528,1580,1144,1091,1330,736
0,60000,1,2,2,26,0,0,0,0,0,0,59487,59199,59326,58938,30101,29735,2113,2500,3000,2500,1500,1100
0,90000,1,3,1,46,0,0,0,0,0,0,91092,91229,66730,44850,29257,24755,4000,3000,2000,638,2000,500
1,50000,1,2,1,49,2,0,0,0,0,0,19406,19799,21460,21468,22719,22695,823,1991,475,1602,494,837
1,20000,1,2,1,38,2,2,1,1,1,4,12505,13304,14773,16139,19320,18516,1308,2000,1923,3654,0,654
0,520000,1,1,2,34,0,0,0,0,0,0,9568,8211,6850,13178,17059,17528,5014,5010,13009,10035,10007,5025
0,200000,2,1,2,32,0,0,0,0,2,0,219146,212111,206307,204787,195475,191626,7950,7700,11800,4000,10000,10000
